desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment
441414000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508131_s.jpg,2022-08-12,군남면 옥계리 1259 인근,[개] 셰퍼드,검/갈,2019(년생),40(Kg),경기-연천-2022-00334,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508131.jpg,보호중,F,U,코검정. 사람좋아함. 활발함. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 연천군,유기동물담당,031-839-2326,
441414000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508358_s.jpg,2022-08-12,전곡읍 은대로 185 일원,[개] 믹스견,검/갈,2019(년생),17(Kg),경기-연천-2022-00333,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508358.jpg,보호중,F,U,양귀쫑긋. 코검정. 눈곱약간. 꼬리끝말림. 겁약간. 발정. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 연천군,유기동물담당,031-839-2326,
441409000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508334_s.jpg,2022-08-12,통진읍 귀전로56번길 174 인근,[개] 믹스견,흰/갈,2020(년생),11(Kg),경기-김포-2022-00668,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508334.jpg,보호중,F,U,초록바탕 빨간줄무늬 목줄. 양귀쫑긋. 코갈색. 겁많고 소심하나 사람따름. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508582_s.jpg,2022-08-12,통진읍 귀전로56번길 174 인근,[개] 믹스견,흰,2019(년생),11(Kg),경기-김포-2022-00667,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508582.jpg,보호중,F,U,파란바탕 빨간줄무늬 목줄. 양귀쫑긋. 코갈색. 겁/소심하나 사람따름. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508917_s.jpg,2022-08-12,통진읍 애기봉로 573-29 인근,[개] 믹스견,갈,2020(년생),16(Kg),경기-김포-2022-00666,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508917.jpg,보호중,F,U,양귀쫑긋. 코검정. 경계심함. 칩유무확인불가. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508586_s.jpg,2022-08-12,통진읍 김포대로1961번길 40 인근,[개] 믹스견,갈/흰,2014(년생),13.5(Kg),경기-김포-2022-00665,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508586.jpg,보호중,M,N,양귀쫑긋.코팥죽색.빨간색에가운데파란줄있는목걸이.초록색끊어진리드줄착용.사람따름.꼬리단미안됨.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508594_s.jpg,2022-08-12,통진읍 김포대로1961번길 40 인근,[개] 믹스견,검/갈/흰,2016(년생),5.8(Kg),경기-김포-2022-00664,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508594.jpg,보호중,M,N,초록색바탕에양끝노란줄있는목걸이.양귀반접힘.겁약간.꼬리위로말림.꼬리단미안됨.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508765_s.jpg,2022-08-12,통진읍 김포대로1961번길 40 인근,[개] 믹스견,연갈,2014(년생),10.2(Kg),경기-김포-2022-00663,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508765.jpg,보호중,F,U,코연갈색.눈곱약간.빨간색에가운데파란줄있는목줄.마름.겁있으나사람약간따름.얌전함.꼬리단미안됨.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508798_s.jpg,2022-08-12,고촌읍 태리 219-7 농수로,[개] 믹스견,갈/검/흰,2020(년생),5(Kg),경기-김포-2022-00662,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508798.jpg,보호중,M,N,오른귀반접힘/왼귀쫑긋.부정교합.몸곳곳털뭉침.진드기오염.사람따름.겁약간.얌전함.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508573_s.jpg,2022-08-12,통진읍 김포대로1961번길 40 인근,[개] 믹스견,갈/검/흰,2020(년생),3.2(Kg),경기-김포-2022-00661,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508573.jpg,보호중,M,Y,"파란바탕노란줄무늬목줄.양귀쫑긋.코갈색.털뭉침/엉덩이,꼬리쪽더심함.사람따름.겁있음.",한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508805_s.jpg,2022-08-12,통진읍 김포대로1961번길 40 인근,[개] 믹스견,갈,2015(년생),3.2(Kg),경기-김포-2022-00660,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508805.jpg,보호중,F,U,빨간 바탕 노란줄있는 목걸이. 양귀반접힘. 코검정. 겁/얌전함/사람약간 따름. 꼬리단미안됨.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508166_s.jpg,2022-08-12,통진읍 가현로 260 인근,[개] 닥스훈트,갈,2019(년생),5.9(Kg),경기-김포-2022-00659,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508166.jpg,보호중,M,N,갈색가죽목줄. 코갈색. 왼눈눈곱. 사람따름. 꼬리단미안됨. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508360_s.jpg,2022-08-12,통진읍 일대,[개] 믹스견,검/갈/흰,2017(년생),6.7(Kg),경기-김포-2022-00658,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508360.jpg,보호중,F,U,양귀쫑긋. 코검정. 진드기오염. 겁약간. 사람따름. 잘안김. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441398000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508714_s.jpg,2022-08-12,수택천로35번길 20 인근,[고양이] 한국 고양이,갈줄/흰,2022(년생),0.6(Kg),경기-구리-2022-00203,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508714.jpg,보호중,M,N,눈곱. 콧물. 코분홍. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 구리시,구리시,031-550-2315,
441382000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508928_s.jpg,2022-08-12,본원로46번길 인근,[개] 시바,갈/검,2014(년생),10(Kg),경기-의정부-2022-00207,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508928.jpg,보호중,M,N,코검정. 경계조금함. 양 윗송곳니 끝 깨져있음. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 의정부시,이인애,031-828-4083,
427342000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131208267_s.jpg,2022-08-12,송라로 16길 65,[고양이] 한국 고양이,흰+회색,2022(년생),0.36(Kg),대구-동구-2022-00256,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131208267.jpg,종료(자연사),M,N,사고추정 의식 없음,대구유기동물보호센터,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 동구,박우희,053-662-2654,
411323000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131408750_s.jpg,2022-08-12,성내천로 29길 28 인근,[개] 믹스견,검/흰,2016(년생),7.5(Kg),서울-송파-2022-00104,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131408750.jpg,보호중,F,U,초록색에가운데빨간줄있는목걸이.끊어진 빨간천으로손잡이달린쇠리드줄.겁많음.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),서울특별시 송파구,원은실,02-2147-2835,
411320000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508725_s.jpg,2022-08-12,시딩동까치고개,[개] 요크셔 테리어,갈/회,2015(년생),6(Kg),서울-관악-2022-00195,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508725.jpg,종료(반환),M,N,치석있고미용되어잇으며온순하고잘따르나영역표시가심함,강현림동물병원,02-2642-9159,서울특별시 양천구 등촌로 160 (목동) 1층,서울특별시 관악구,일자리벤처과,02-879-6691,
411312000000000,http://www.animal.go.kr/files/shelter/2022/08/20220813150883_s.jpg,2022-08-12,창천동 아륭빌딩 뒷쪽 골목길 일대,[개] 믹스견,갈/흰,2019(년생),1.9(Kg),서울-서대문-2022-00067,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/20220813150883.jpg,종료(반환),M,N,푸들혼종추정. 양귀처짐. 코검정. 사람따름. 활발함. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,서울특별시 서대문구,오제원,02-330-4373,
411308000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508298_s.jpg,2022-08-12,미아동 403-157 인근,[개] 치와와,갈/흰,2020(년생),3.3(Kg),서울-강북-2022-00167,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508298.jpg,종료(반환),M,N,검정색하네스+하늘색리드줄+배변봉투.부정교합.사람따름.소심함.겁약간.꼬리단미안됨.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 상수리 410-1,서울특별시 강북구,,02-901-6464,
411308000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508662[1]_s.jpg,2022-08-12,수유동 가오리역 인근,[기타축종] 앵무새,검/흰/초/빨/파,2020(년생),0.05(Kg),서울-강북-2022-00166,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508662[1].jpg,보호중,Q,U,정확한 성별및 나이 추정 어려움. 사람약간따름. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 상수리 410-1,서울특별시 강북구,,02-901-6464,
411308000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508272_s.jpg,2022-08-12,북서울 꿈의숲 공원 일대,[기타축종] 토끼,갈/흰,2022(년생),0.6(Kg),서울-강북-2022-00165,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508272.jpg,종료(자연사),F,U,얌전함. 사람따름. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 상수리 410-1,서울특별시 강북구,,02-901-6464,
411301000000000,http://www.animal.go.kr/files/shelter/2022/08/202208131508310_s.jpg,2022-08-12,충무로 일대,[개] 시바,갈/흰,2020(년생),13.5(Kg),서울-중구-2022-00062,2022-08-13,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208131508310.jpg,종료(반환),M,N,코검정. 주황색 애나멜 목걸이. 사람따름. 꼬리단미안됨. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),서울특별시 중구,중구,02-3396-5073,
448567000000000,http://www.animal.go.kr/files/shelter/2022/08/202208121708527[1]_s.jpg,2022-08-12,의창구 도계로66번길 37 부근,[개] 시츄,흰색+갈색+검정색,2018(년생),4.7(Kg),경남-창원1-2022-00369,2022-08-12,2022-08-20,http://www.animal.go.kr/files/shelter/2022/08/202208121708527[1].jpg,종료(반환),F,Y,L-8-1-17  흰색+갈색+검정색. 머리털 많이 남기고 짧게 미용. 내장칩동물등록: 이름;춘이,창원유기동물보호소,055-225-5701,"경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과",경상남도 창원시 의창성산구,창원시의창성산구,055-225-5701,
448543000000000,http://www.animal.go.kr/files/shelter/2022/08/202208121308525_s.jpg,2022-08-12,경남 남해군 남해읍 소입현 마을 회관 인근,[개] 믹스견,갈색,2019(년생),6(Kg),경남-남해-2022-00154,2022-08-12,2022-08-22,http://www.animal.go.kr/files/shelter/2022/08/202208121308525.jpeg,보호중,M,N,"경계심 강함, 들개",남해군유기동물보호소,055-862-5041,경상남도 남해군 이동면 무림로 33-13 (이동면),경상남도 남해군,남해군,055-860-3974,
448540000000000,http://www.animal.go.kr/files/shelter/2022/08/20220816090844_s.jpg,2022-08-12,칠북면 덕남길 113-29 KMI,[개] 믹스견,갈색,2022(년생),9.7(Kg),경남-함안-2022-00331,2022-08-12,2022-08-22,http://www.animal.go.kr/files/shelter/2022/08/20220816090844.jpg,보호중,F,N,애교많고 온순함,함안군유기동물보호소,010-6248-2131,경상남도 함안군 가야읍 함안대로 755,경상남도 함안군,함안군,055-580-4394,
448540000000000,http://www.animal.go.kr/files/shelter/2022/08/202208160908878_s.jpg,2022-08-12,칠북면 덕남길 113-29 KMI,[개] 믹스견,"갈색,하양",2021(년생),14.5(Kg),경남-함안-2022-00330,2022-08-12,2022-08-22,http://www.animal.go.kr/files/shelter/2022/08/202208160908878.jpg,보호중,M,N,애교많고 온순함,함안군유기동물보호소,010-6248-2131,경상남도 함안군 가야읍 함안대로 755,경상남도 함안군,함안군,055-580-4394,
448540000000000,http://www.animal.go.kr/files/shelter/2022/08/202208121708650_s.jpg,2022-08-12,칠원읍 성내3길 24,[개] 믹스견,"흰색, 그레이",2017(년생),7.4(Kg),경남-함안-2022-00329,2022-08-12,2022-08-22,http://www.animal.go.kr/files/shelter/2022/08/202208121708650.jpg,보호중,F,N,"온순함, 입양전제 임시보호중",함안군유기동물보호소,010-6248-2131,경상남도 함안군 가야읍 함안대로 755,경상남도 함안군,함안군,055-580-4394,
448540000000000,http://www.animal.go.kr/files/shelter/2022/08/202208121708467_s.jpg,2022-08-12,대산면 구평림길 168-3,[개] 믹스견,흰색,2021(년생),7(Kg),경남-함안-2022-00328,2022-08-12,2022-08-22,http://www.animal.go.kr/files/shelter/2022/08/202208121708467.jpg,보호중,Q,U,온순함,함안군유기동물보호소,010-6248-2131,경상남도 함안군 가야읍 함안대로 755,경상남도 함안군,함안군,055-580-4394,
448540000000000,http://www.animal.go.kr/files/shelter/2022/08/202208160908582_s.jpg,2022-08-12,함안면 한절골 4길 16,[개] 진도견,"갈색,검정",2022(년생),7(Kg),경남-함안-2022-00327,2022-08-12,2022-08-22,http://www.animal.go.kr/files/shelter/2022/08/202208160908582.jpg,보호중,F,N,온순함,함안군유기동물보호소,010-6248-2131,경상남도 함안군 가야읍 함안대로 755,경상남도 함안군,함안군,055-580-4394,
448540000000000,http://www.animal.go.kr/files/shelter/2022/08/20220816090821_s.jpg,2022-08-12,함안면 한절골 4길 16,[개] 진도견,"갈색,검정",2022(년생),7(Kg),경남-함안-2022-00326,2022-08-12,2022-08-22,http://www.animal.go.kr/files/shelter/2022/08/20220816090821.jpg,보호중,F,N,온순함,함안군유기동물보호소,010-6248-2131,경상남도 함안군 가야읍 함안대로 755,경상남도 함안군,함안군,055-580-4394,
448540000000000,http://www.animal.go.kr/files/shelter/2022/08/202208160908250_s.jpg,2022-08-12,함안면 한절골 4길 16,[개] 진도견,"갈색,검정",2022(년생),8.0(Kg),경남-함안-2022-00325,2022-08-12,2022-08-22,http://www.animal.go.kr/files/shelter/2022/08/202208160908250.jpg,보호중,M,N,온순함,함안군유기동물보호소,010-6248-2131,경상남도 함안군 가야읍 함안대로 755,경상남도 함안군,함안군,055-580-4394,
448537000000000,http://www.animal.go.kr/files/shelter/2022/08/202208121308453_s.jpg,2022-08-12,장승포로 16,[고양이] 한국 고양이,흰색.노란색,2022(년생),0.7(Kg),경남-거제-2022-00812,2022-08-12,2022-08-22,http://www.animal.go.kr/files/shelter/2022/08/202208121308453.jpg,종료(자연사),Q,N,허피스 심함,거제시유기동물보호소,055-639-6368,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장) 거제시유기동물보호소",경상남도 거제시,김부근,055-639-6366,
448533000000000,http://www.animal.go.kr/files/shelter/2022/08/202208121608278_s.jpg,2022-08-12,광도면 노산 미용실,[개] 말티즈,흰색,2021(년생),3.5(Kg),경남-통영-2022-00304,2022-08-12,2022-08-22,http://www.animal.go.kr/files/shelter/2022/08/202208121608278.jpg,보호중,M,N,미용이 돼 있음.,통영시동물보호센터,055-650-6253,경상남도 통영시 광도면 전두1길 9-8,경상남도 통영시,최민정,055-650-6254,
448533000000000,http://www.animal.go.kr/files/shelter/2022/08/202208121508119_s.jpg,2022-08-12,욕지도,[개] 푸들,갈색,2017(년생),9(Kg),경남-통영-2022-00303,2022-08-12,2022-08-22,http://www.animal.go.kr/files/shelter/2022/08/202208121508119.jpg,종료(반환),M,Y,순함.,통영시동물보호센터,055-650-6253,경상남도 통영시 광도면 전두1길 9-8,경상남도 통영시,최민정,055-650-6254,
448531000000000,http://www.animal.go.kr/files/shelter/2022/08/202208121708849_s.jpg,2022-08-12,진주시 이반성면 하곡로 112-65,[개] 푸들,갈색,2022(년생),1.7(Kg),경남-진주-2022-00467,2022-08-12,2022-08-22,http://www.animal.go.kr/files/shelter/2022/08/202208121708849.jpg,보호중,M,N,순함 사람좋아함,진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설)",경상남도 진주시,진주시청,055-749-6204,
448531000000000,http://www.animal.go.kr/files/shelter/2022/08/202208121708803_s.jpg,2022-08-12,진주시 초전동 1431-9,[개] 믹스견,갈색+흰색,2020(년생),14.7(Kg),경남-진주-2022-00466,2022-08-12,2022-08-22,http://www.animal.go.kr/files/shelter/2022/08/202208121708803.jpg,보호중,F,N,순함 겁이많음 쇠줄,진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설)",경상남도 진주시,진주시청,055-749-6204,
448528000000000,http://www.animal.go.kr/files/shelter/2022/08/202208121508302[1]_s.jpg,2022-08-12,해안대로 607 비전스카이 103동 주변,[개] 말티즈,흰색,2017(년생),4(Kg),경남-창원2-2022-00202,2022-08-12,2022-08-22,http://www.animal.go.kr/files/shelter/2022/08/202208121508302[1].jpg,종료(반환),F,U,"아무것도 착용안함, 순함, 미용했던 흔적 있음, 코와 눈이 갈색이고 발톱이 많이 길었음",마산유기동물보호소,055-225-5701,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,경상남도 창원시 마산합포회원구,창원시마산합포회원구,055-225-5701,
447525000000000,http://www.animal.go.kr/files/shelter/2022/08/202208121108384[1]_s.jpg,2022-08-12,북면 하당1길 55-8,[개] 믹스견,흰바탕에연한검정,2021(년생),6.00(Kg),경북-울진-2022-00169,2022-08-12,2022-08-19,http://www.animal.go.kr/files/shelter/2022/08/202208121108384[1].jpg,보호중,M,N,온순하고 친화적,울진군동물보호센터,054-789-6795,경상북도 울진군 울진읍 대흥신림로 916-37,경상북도 울진군,울진군,054-789-6793,
447523000000000,http://www.animal.go.kr/files/shelter/2022/08/202208121608318_s.jpg,2022-08-12,유기동물보호소,[개] 믹스견,"갈색,검정,흰색",2022(년생),1.5(Kg),경북-예천-2022-00291,2022-08-12,2022-08-22,http://www.animal.go.kr/files/shelter/2022/08/202208121608318.jpg,보호중,Q,N,2022-234의 자견. 태어나자마자 보호소에 입소함. 이 아이의 운명을 바꿔줄 엄빠 나타나주세요,예천군유기동물보호소,054-650-8167,"경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소)",경상북도 예천군,예천군,054-650-8167,
447522000000000,http://www.animal.go.kr/files/shelter/2022/08/202208121708551_s.jpg,2022-08-12,지천면황학리,[개] 믹스견,흰색 회색얼룩,2021(년생),7(Kg),경북-칠곡-2022-00226,2022-08-12,2022-08-22,http://www.animal.go.kr/files/shelter/2022/08/202208121708551.jpg,보호중,M,N,유기된지오래됨 겁이많지만 사람을따름,칠곡유기동물보호센터,054-973-5710,경상북도 칠곡군 석적읍 포망로 341 (석적읍),경상북도 칠곡군,동물보호담당,054-979-6493,
447522000000000,http://www.animal.go.kr/files/shelter/2022/08/202208121208644_s.jpg,2022-08-12,북삼읍숭산로,[개] 믹스견,갈색,2020(년생),6(Kg),경북-칠곡-2022-00225,2022-08-12,2022-08-22,http://www.animal.go.kr/files/shelter/2022/08/202208121208644.jpg,보호중,F,U,전원주택주변에 오랜기간돌아다님,칠곡유기동물보호센터,054-973-5710,경상북도 칠곡군 석적읍 포망로 341 (석적읍),경상북도 칠곡군,동물보호담당,054-979-6493,
447521000000000,http://www.animal.go.kr/files/shelter/2022/08/202208122008799_s.jpg,2022-08-12,성주군 용암면 사곡1길 46-2,[개] 믹스견,베이지&흰색,2018(년생),6(Kg),경북-성주-2022-00317,2022-08-12,2022-08-19,http://www.animal.go.kr/files/shelter/2022/08/202208122008799.jpg,보호중,F,N,까칠함,성주유기동물보호센터,010-2949-6699,경상북도 성주군 선남면 선노로 522 (선남면),경상북도 성주군,박귀,054-930-6684,
