desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment
428349000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081608598_s.jpg,2022-08-06,중산동 다이소인근,[개] 믹스견,흰색,2022(년생),9.28(Kg),인천-중구-2022-00463,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081608598.jpg,보호중,F,U,4개월령추정 순하고사람을잘따름.,신공항동물병원,032-751-4598,인천광역시 중구 운남동로3번길 9 (운남동),인천광역시 중구,김근영,032-760-8942,
427347000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081108889_s.jpg,2022-08-06,달서 119,[개] 믹스견,검정,2022(년생),18(Kg),대구-달서-2022-00317,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081108889.jpg,종료(반환),F,N,.,대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 달서구,동물등록담당자,053-667-2692,
427347000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081108514_s.jpg,2022-08-06,진천남 네거리,[고양이] 한국 고양이,노랑,2022(년생),1.4(Kg),대구-달서-2022-00316,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081108514.jpeg,종료(자연사),M,N,"교통사고, 의식없음",대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 달서구,동물등록담당자,053-667-2692,
427345000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081008427_s.jpg,2022-08-06,대구역 서희 스타힐스,[기타축종] 사랑앵무,연두,2022(년생),0.10(Kg),대구-북구-2022-00261,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081008427.jpg,종료(입양),Q,N,새장과 함께 버림,대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 북구,도유경,053-665-3192,
427345000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081008795_s.jpg,2022-08-06,대구역 서희 스타힐스,[기타축종] 사랑앵무,연블루,2022(년생),0.10(Kg),대구-북구-2022-00260,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081008795.jpg,종료(입양),Q,N,새장과 함께 버림,대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 북구,도유경,053-665-3192,
427345000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081008242[1]_s.jpg,2022-08-06,구암로 21길 7,[개] 비글,삼색,2022(년생),6(Kg),대구-북구-2022-00259,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081008242[1].jpg,보호중,F,N,5개월령 추정,대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 북구,도유경,053-665-3192,
426336000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081708404_s.jpg,2022-08-06,제도로623,[개] 믹스견,검정,2021(년생),11(Kg),부산-강서-2022-00312,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081708404.jpg,종료(반환),F,N,목줄 착용,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동),부산광역시 강서구,김세희,051-970-4814,
426333000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081108147_s.jpg,2022-08-06,재송 그린아파트,[개] 말티즈,흰색,2017(년생),3.5(Kg),부산-해운대-2022-00295,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081108147.jpg,종료(반환),M,N,흰색,누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동),부산광역시 해운대구,김동혁,051-749-5681,
426332000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081608707_s.jpg,2022-08-06,만덕대로40번길 26 (덕천동 부울경건강관리공단),[고양이] 한국 고양이,검흰,2022(년생),0.35(Kg),부산-북구-2022-00331,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081608707.jpg,종료(자연사),Q,N,"심각한안질환,영양상태부족,기력없음,북구2-166호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),부산광역시 북구,하정무,051-309-4651,
426330000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081108936_s.jpg,2022-08-06,타이어프로 사직점(중앙대로1267번길 7),[고양이] 혼합,갈색,2022(년생),0.34(Kg),부산-동래-2022-00202,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081108936.jpg,보호중,F,U,"3개월미만 추정, 영양상태 불량, 기력저하, 안질환",누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) 누리동물병원,부산광역시 동래구,동래구,051-550-4915,
426330000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081008915_s.jpg,2022-08-06,사직동 사직리치빌,[고양이] 혼합,갈색,2022(년생),0.3(Kg),부산-동래-2022-00201,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081008915.jpg,보호중,M,N,"3개월미만 추정, 영양상태 불량, 기력저하",누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) 누리동물병원,부산광역시 동래구,동래구,051-550-4915,
426329000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081008919_s.jpg,2022-08-06,구청 당직실,[개] 말티즈,흰색,2017(년생),5(Kg),부산-부산진-2022-00264,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081008919.jpg,보호중,M,U,"흰색&칩 없음,화려한 칼라 목줄착용,미용？？",동물보호관리협회,051-971-6208,부산광역시 강서구 가락대로1283번길 25-2 (봉림동),부산광역시 부산진구,부산진구청,051-605-4474,
426328000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081008815_s.jpg,2022-08-06,영도구 관내,[개] 치와와,흰색,2018(년생),2.6(Kg),부산-영도-2022-00112,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081008815.jpg,종료(반환),F,N,경계심 많음,하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동),부산광역시 영도구,유혜정,051-419-6211,
426328000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081008179_s.jpg,2022-08-06,화신아파트 입구,[개] 믹스견,"흰색, 갈색",2014(년생),5(Kg),부산-영도-2022-00111,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081008179.jpg,종료(자연사),M,N,"목태, 경미한 교통사고",하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동),부산광역시 영도구,유혜정,051-419-6211,
426328000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081008529_s.jpg,2022-08-06,대평남로31번길 21,[고양이] 아메리칸 쇼트헤어,"검,회 얼룩무늬",2022(년생),0.4(Kg),부산-영도-2022-00110,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081008529.jpg,종료(자연사),M,N,"허약함, 약한 안질환",하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동),부산광역시 영도구,유혜정,051-419-6211,
411322000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081408545_s.jpg,2022-08-06,논현동 134-3 인근,[개] 도베르만,갈/검,2022(년생),9.8(Kg),서울-강남-2022-00084,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081408545.jpg,종료(입양),M,N,코검정. 양귀처짐. 사람좋아함. 꼬리단미됨. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,서울특별시 강남구,정복원,02-3423-5508,
411319000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061508182_s.jpg,2022-08-06,상도동 328-13,[고양이] 한국 고양이,검정색,2022(년생),2.2(Kg),서울-동작-2022-00146,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208061508182.jpg,종료(방사),F,N,끈끈이 오염,디아크동물종합병원,02-816-7582,서울특별시 동작구 장승배기로27길 18 (노량진동),서울특별시 동작구,고민정,02-820-1600,
411313000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061308136_s.jpg,2022-08-06,월드컵로20길 66,[개] 프렌치 불독,흰색,2019(년생),13(Kg),서울-마포-2022-00175,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208061308136.jpg,종료(반환),M,Y,"순함, 칩있어서 연락시  주인아니라함.",홍익동물병원,02-325-2026,서울특별시 마포구 독막로 45 (합정동),서울특별시 마포구,이동주,02-3153-8543,
411308000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081408133[1]_s.jpg,2022-08-06,강북구 관내,[개] 스피츠,흰,2019(년생),9(Kg),서울-강북-2022-00160,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081408133[1].jpg,종료(입양),M,Y,빨간목걸이/청록색 리드줄. 코갈색. 사람따름/겁약간. 꼬리단미안됨. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 상수리 410-1,서울특별시 강북구,,02-901-6464,
411303000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081408106_s.jpg,2022-08-06,송정동 뚝방 일대,[고양이] 한국 고양이,갈/검/흰,2022(년생),0.4(Kg),서울-성동-2022-00100,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081408106.jpg,종료(자연사),F,U,눈곱. 콧물. 코분홍+검정. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),서울특별시 성동구,,02-2286-5465,
411302000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061908909_s.jpg,2022-08-06,용산구 두텁바위로 조달청 주차장,[고양이] 한국 고양이,흰색 회색,2017(년생),5.00(Kg),서울-용산-2022-00144,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208061908909.jpg,보호중,M,Y,머리부분 피부병,이상윤동물병원,02-792-5455,서울특별시 용산구 이촌동 300-23,서울특별시 용산구,안지영,02-2199-8054,
411300000000000,http://www.animal.go.kr/files/shelter/2022/07/202208081408441_s.jpg,2022-08-06,대학로 2길 55-1 인근,[기타축종] 토끼,검/흰,2022(년생),0.3(Kg),서울-종로-2022-00109,2022-08-08,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/202208081408441.jpg,종료(자연사),F,U,사람따름. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),서울특별시 종로구,강대봉,02-2148-2265,
448532000000000,http://www.animal.go.kr/files/shelter/2022/07/202208071708701_s.jpg,2022-08-06,웅천동로 204 카페홍 주차장 부근,[개] 말티즈,흰색,2010(년생),3(Kg),경남-창원3-2022-00221,2022-08-07,2022-08-17,http://www.animal.go.kr/files/shelter/2022/07/202208071708701.jpg,보호중,F,N,"노령견, 미용되어 있음, 유선종양, 백내장, 치아상태 안종음",진해유기동물보호소,055-225-5701,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,경상남도 창원시 진해구,창원진해구,055-225-5701,
444452000000000,http://www.animal.go.kr/files/shelter/2022/07/202208070908908_s.jpg,2022-08-06,순천향로15번길 25 신창캐슬,[고양이] 한국 고양이,흰색,2020(년생),3(Kg),충남-아산-2022-00611,2022-08-07,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208070908908.jpg,보호중,M,U,1306호(관리) 611호(공고),아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
444452000000000,http://www.animal.go.kr/files/shelter/2022/07/202208070908155_s.jpg,2022-08-06,둔포면 둔포리 220-6,[개] 골든 리트리버,갈색,2019(년생),25(Kg),충남-아산-2022-00610,2022-08-07,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208070908155.jpg,보호중,M,U,1305호(관리) 610호(공고),아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
443445000000000,http://www.animal.go.kr/files/shelter/2022/07/202208072108654_s.jpg,2022-08-06,문백면 구산동1길 43,[고양이] 한국 고양이,흑색,2021(년생),4(Kg),충북-진천-2022-00146,2022-08-07,2022-08-17,http://www.animal.go.kr/files/shelter/2022/07/202208072108654.jpg,종료(방사),M,U,"예민함,건강함",괴산증평보호소,010-3169-1151,충청북도 증평군 도안면 입장길 239,충청북도 진천군,윤성호,043-539-3562,
411320000000000,http://www.animal.go.kr/files/shelter/2022/07/202208071208311_s.jpg,2022-08-06,문성로293앞도로변,[고양이] 한국 고양이,흰/검정,2020(년생),4.1(Kg),서울-관악-2022-00188,2022-08-07,2022-08-17,http://www.animal.go.kr/files/shelter/2022/07/202208071208311.jpg,종료(자연사),M,N,치석없고교통사고로기립불능상태이고예후불량함,강현림동물병원,02-2642-9159,서울특별시 양천구 등촌로 160 (목동) 1층,서울특별시 관악구,일자리벤처과,02-879-6691,
448537000000000,http://www.animal.go.kr/files/shelter/2022/07/20220806120896_s.jpg,2022-08-06,장평종합상가,[고양이] 한국 고양이,"연갈색,흰색",2022(년생),0.8(Kg),경남-거제-2022-00798,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/20220806120896.jpg,보호중,Q,N,뒷다리 절음,거제시유기동물보호소,055-639-6368,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장) 거제시유기동물보호소",경상남도 거제시,김부근,055-639-6366,
448537000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061208968_s.jpg,2022-08-06,중곡동 육교화단,[고양이] 한국 고양이,"연갈색,흰색",2022(년생),0.2(Kg),경남-거제-2022-00797,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061208968.jpg,종료(자연사),Q,N,눈상태 안좋음,거제시유기동물보호소,055-639-6368,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장) 거제시유기동물보호소",경상남도 거제시,김부근,055-639-6366,
448531000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061808520_s.jpg,2022-08-06,진주시 초전북로 129,[개] 믹스견,흰색+갈색,2022(년생),3.2(Kg),경남-진주-2022-00458,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061808520.jpg,보호중,M,N,순함 사람좋아함,진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설)",경상남도 진주시,진주시청,055-749-6204,
448531000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061608989_s.jpg,2022-08-06,진주시 상대동 315-7,[개] 믹스견,검정색+흰색,2018(년생),20.5(Kg),경남-진주-2022-00457,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061608989.jpg,종료(반환),M,N,119 구조대 포획,진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설)",경상남도 진주시,진주시청,055-749-6204,
448531000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061508253_s.jpg,2022-08-06,진주시 가좌동 14번지,[개] 믹스견,흰색+갈색,2022(년생),1.4(Kg),경남-진주-2022-00456,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061508253.jpg,보호중,M,N,순함 40일,진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설)",경상남도 진주시,진주시청,055-749-6204,
448531000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061508955_s.jpg,2022-08-06,진주시 가좌동 14번지,[개] 믹스견,흰색+갈색+검정색,2022(년생),1.6(Kg),경남-진주-2022-00455,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061508955.jpg,보호중,F,N,순함 40일,진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설)",경상남도 진주시,진주시청,055-749-6204,
447523000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061008452_s.jpg,2022-08-06,홈여면 원곡리,[개] 그레이 하운드,연한갈색,2019(년생),35(Kg),경북-예천-2022-00281,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061008452.jpeg,종료(반환),M,N,주인반환완료,예천군유기동물보호소,054-650-8167,"경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소)",경상북도 예천군,예천군,054-650-8167,
447523000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061008959_s.jpg,2022-08-06,효자면 은풍로,[개] 진도견,호피,2021(년생),15(Kg),경북-예천-2022-00280,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061008959.jpg,보호중,F,U,무섭지 않아요~물지 않아요~얌전하고 온순해요~나도 살 수 있다는 희망을 가져봐요,예천군유기동물보호소,054-650-8167,"경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소)",경상북도 예천군,예천군,054-650-8167,
447523000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061008463_s.jpg,2022-08-06,효자면 은풍로,[개] 믹스견,흰색,2021(년생),20(Kg),경북-예천-2022-00279,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061008463.jpg,보호중,M,U,"나도 착하고 이쁜데, 엄청 순하고 꼬리 안보일정도로 흔드는데, 사람 좋아하는데 입양 갈 수 있나요?",예천군유기동물보호소,054-650-8167,"경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소)",경상북도 예천군,예천군,054-650-8167,
447508000000000,http://www.animal.go.kr/files/shelter/2022/07/20220806150878_s.jpg,2022-08-06,옥계 119 안전센타,[개] 믹스견,"검정,4발과 꼬리끝 흰색",2018(년생),12.5(Kg),경북-구미-2022-00525,2022-08-06,2022-08-18,http://www.animal.go.kr/files/shelter/2022/07/20220806150878.jpg,종료(반환),M,N,"허리뒷 부분과 뒤  양다리 장애인듯,뒷다리 보조기구 부착한 흔적잇슴",구미시 동물보호센터,054-471-5718,경상북도 구미시 해평면 낙동대로 2206,경상북도 구미시,백창훈,054-480-5842,
447506000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061608316_s.jpg,2022-08-06,봉산면 태화리,[고양이] 한국 고양이,고등어,2022(년생),0.22(Kg),경북-김천-2022-00234,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061608316.jpg,보호중,M,N,"어미묘 실종, 동배4마리, 눈꼽, 콧물, 탈수",김천시 동물보호센터,010-3477-7771,경상북도 김천시 조마로 2128 (양천동),경상북도 김천시,김천시 신동우,054-421-2518,
447506000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061608687_s.jpg,2022-08-06,봉산면 태화리,[고양이] 한국 고양이,치즈,2022(년생),0.22(Kg),경북-김천-2022-00233,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061608687.jpg,보호중,M,N,"어미묘 실종, 동배4마리, 눈꼽, 콧물, 탈수",김천시 동물보호센터,010-3477-7771,경상북도 김천시 조마로 2128 (양천동),경상북도 김천시,김천시 신동우,054-421-2518,
447506000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061508459[1]_s.jpg,2022-08-06,봉산면 태화리,[고양이] 한국 고양이,치즈,2022(년생),0.24(Kg),경북-김천-2022-00232,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061508459[1].jpg,보호중,M,N,"어미묘 실종, 동배4마리, 눈꼽, 콧물, 탈수",김천시 동물보호센터,010-3477-7771,경상북도 김천시 조마로 2128 (양천동),경상북도 김천시,김천시 신동우,054-421-2518,
447506000000000,http://www.animal.go.kr/files/shelter/2022/07/20220806150889_s.jpg,2022-08-06,봉산면 태화리,[고양이] 한국 고양이,치즈,2022(년생),0.18(Kg),경북-김천-2022-00231,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/20220806150889.jpg,보호중,F,N,"어미묘 실종, 동배4마리, 눈꼽, 콧물, 탈수",김천시 동물보호센터,010-3477-7771,경상북도 김천시 조마로 2128 (양천동),경상북도 김천시,김천시 신동우,054-421-2518,
447502000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061608610_s.jpg,2022-08-06,경상북도 포항시 북구 우창로 166-1 GS편의점,[개] 믹스견,아이보리 황,2015(년생),5(Kg),경북-포항-2022-00821,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061608610.jpg,종료(반환),M,N,"콧등 약간 까짐, 털 약간 엉킴(실크처럼 부드러워 관리하면 엄청 이쁠듯),사람좋아하나 성격있음;;",영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍),경상북도 포항시,이형석,054-270-3368,
447502000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061508778_s.jpg,2022-08-06,경상북도 포항시 남구 대잠동 96-30,[고양이] 한국 고양이,황백흑,2022(년생),0.25(Kg),경북-포항-2022-00820,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061508778.jpg,종료(입양),F,N,"어릴때 다쳤는지 귀가 반만있음,고집이 조금 있고 활발함,대화를 좋아하는지 말이 많은편",영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍),경상북도 포항시,이형석,054-270-3368,
447502000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061408605_s.jpg,2022-08-06,경상북도 포항시 남구 대잠동 96-30,[고양이] 한국 고양이,황백흑,2022(년생),0.2(Kg),경북-포항-2022-00819,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061408605.jpg,종료(입양),F,N,"1.6개월추정,앞발에 상처가 있었는지 새살 및 털이 올라오고있음, 또릿한눈매에 오동통한뱃살의 아기냥이",영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍),경상북도 포항시,이형석,054-270-3368,
447502000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061408149[1]_s.jpg,2022-08-06,경북 포항시 남구 희망대로 810 종합운동장,[개] 믹스견,황백흑,2020(년생),4(Kg),경북-포항-2022-00818,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061408149[1].jpg,보호중,F,U,"붕대를 오래 하고다녀서 짖물러있음(병원진료예정),약간 마른편,왕소심,얌전,많이작은편",영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍),경상북도 포항시,이형석,054-270-3368,
