desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment
443439000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061708374_s.jpg,2022-08-05,소태면 고진이길 31-26,[개] 믹스견,검정,2019(년생),18(Kg),충북-충주-2022-00232,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061708374.jpg,보호중,M,N,"순함,연두색목줄착용,사상충양성",충주시동물보호센터,043-851-3168,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면),충청북도 충주시,충주시,043-850-5864,
441560000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061108929_s.jpg,2022-08-05,영북면 영북로 197-10 인근,[개] 믹스견,갈/검,2022(년생),6.5(Kg),경기-포천-2022-00706,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061108929.jpg,보호중,F,U,양귀처짐. 코검정. 얌전/소심. 꼬리단미안됨. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883,
441560000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061108251_s.jpg,2022-08-05,영북면 영북로 197-10 인근,[개] 믹스견,갈/흰,2022(년생),6.4(Kg),경기-포천-2022-00705,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061108251.jpg,보호중,M,N,양귀처짐. 코검정. 부정교합. 으르렁댐/소심. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883,
441560000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061108908_s.jpg,2022-08-05,영북면 영북로 197-10 인근,[개] 믹스견,갈/흰,2022(년생),6.3(Kg),경기-포천-2022-00704,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061108908.jpg,종료(입양),F,U,양귀반처짐. 코검정. 겁있음/소심. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883,
441409000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061108175_s.jpg,2022-08-05,김포한강 3로 315 인근,[개] 믹스견,검/흰,2022(년생),4(Kg),경기-김포-2022-00648,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061108175.jpg,보호중,F,U,양귀처짐. 눈곱. 코검정. 소심. 꼬리단미안됨. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061108105_s.jpg,2022-08-05,하사리 247 인근,[개] 치와와,갈,2020(년생),3(Kg),경기-김포-2022-00647,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061108105.jpg,종료(기증),M,N,빨간바탕 노란줄목걸이(케이블타이로 고정). 코갈색. 부정교합. 사람좋아함. 꼬리단미안됨. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441398000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061208557_s.jpg,2022-08-05,구리시 인창동 삼성아파트 인근,[개] 말티즈,흰,2021(년생),3.7(Kg),경기-구리-2022-00197,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061208557.jpg,종료(반환),M,Y,겁 많음. 공격성 없음. 털엉킴심함,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 구리시,구리시,031-550-2315,
441394000000000,http://www.animal.go.kr/files/shelter/2022/07/202208052108432_s.jpg,2022-08-05,덕이동1374-1 부근,[개] 믹스견,검정.흰색,2018(년생),7(Kg),경기-고양-2022-00578,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208052108432.jpg,보호중,F,U,없음,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,
441394000000000,http://www.animal.go.kr/files/shelter/2022/07/202208052108966_s.jpg,2022-08-05,일산동955 부근,[개] 말티즈,흰색,2020(년생),2.5(Kg),경기-고양-2022-00577,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208052108966.jpg,종료(반환),M,N,없음,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,
427347000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061108869_s.jpg,2022-08-05,송현동 496 공영 주차장,[고양이] 한국 고양이,검정+흰색,2022(년생),0.44(Kg),대구-달서-2022-00315,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061108869.jpg,보호중,M,N,"어미분리자묘,영양상태 불량, 탈수, 탈진",대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 달서구,동물등록담당자,053-667-2692,
427347000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061108289_s.jpg,2022-08-05,대곡 능이마을 부근,[고양이] 한국 고양이,노랑+흰색,2022(년생),0.50(Kg),대구-달서-2022-00314,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061108289.jpg,종료(자연사),M,N,"심한 호흡기 질환, 기력,식욕 없음, 심한 탈수, 탈진 상태 매우 나쁨",대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 달서구,동물등록담당자,053-667-2692,
427345000000000,http://www.animal.go.kr/files/shelter/2022/07/20220806120879_s.jpg,2022-08-05,시청 별관 부근,[개] 푸들,흰색,2021(년생),4(Kg),대구-북구-2022-00258,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/20220806120879.jpg,종료(반환),M,N,미용,대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 북구,도유경,053-665-3192,
427342000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061108288_s.jpg,2022-08-05,방촌 청구 제네스,[고양이] 한국 고양이,검정,2022(년생),0.34(Kg),대구-동구-2022-00249,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061108288.jpg,종료(자연사),M,N,"어미분리 자묘, 탈수, 탈진",대구유기동물보호센터,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 동구,박우희,053-662-2654,
411318000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061008577_s.jpg,2022-08-05,여의대방로 47길 14 인근,[고양이] 한국 고양이,검/흰,2022(년생),0.8(Kg),서울-영등포-2022-00086,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061008577.jpg,종료(입양),F,U,눈곱. 콧물. 코분홍+검정. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,서울특별시 영등포구,홍승우,02-2670-3417,
411318000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061008210_s.jpg,2022-08-05,신길동 42-7 신길역 일대,[개] 푸들,갈,2018(년생),3.8(Kg),서울-영등포-2022-00085,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061008210.jpg,종료(반환),M,Y,코검정. 어금니쪽 치석심함. 사람좋아함. 꼬리단미됨. 털상태양호. 칩있음.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,서울특별시 영등포구,홍승우,02-2670-3417,
411315000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061008879_s.jpg,2022-08-05,화곡동 산41-16 봉제산노인복지센터 인근,[고양이] 한국 고양이,검/흰,2022(년생),0.4(Kg),서울-강서-2022-00125,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061008879.jpg,종료(자연사),M,N,눈곱. 콧물. 항문주위 구더기오염. 털상태불량.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,서울특별시 강서구,동물보호팀,02-2600-6272,
411315000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061008186_s.jpg,2022-08-05,화곡동 산41-16 봉제산노인복지센터 인근,[고양이] 한국 고양이,갈/검/흰,2022(년생),0.4(Kg),서울-강서-2022-00124,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061008186.jpg,종료(자연사),F,U,눈곱심함. 콧물. 코검정. 항문주변 구더기오염. 꼬리단미안됨. 털상태불량.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,서울특별시 강서구,동물보호팀,02-2600-6272,
411310000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061108278_s.jpg,2022-08-05,월계동 556 주공1단지아파트 인근 공원,[개] 믹스견,갈,2021(년생),4(Kg),서울-노원-2022-00105,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061108278.jpg,종료(입양),F,U,노란바탕 빨간테두리 목걸이. 몸털 미용. 소심/사람따름. 꼬리단미안됨. 털상태 양호.,한국동물구조관리협회,031-868-2851,경기도 양주시 남면 감악산로 63-37 (남면),서울특별시 노원구,민유민,02-2116-4268,
411308000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061108956_s.jpg,2022-08-05,수유동 39-30 리틀찌개백반 인근,[기타축종] 토끼,갈/흰,2022(년생),0.84(Kg),서울-강북-2022-00159,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061108956.jpg,종료(자연사),F,U,설사. 털상태불량.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 상수리 410-1,서울특별시 강북구,,02-901-6464,
411308000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061108850_s.jpg,2022-08-05,수유동 39-30 리틀찌개백반 인근,[기타축종] 토끼,갈,2022(년생),0.86(Kg),서울-강북-2022-00158,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061108850.jpg,종료(자연사),M,N,설사. 털상태불량.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 상수리 410-1,서울특별시 강북구,,02-901-6464,
411308000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061108772_s.jpg,2022-08-05,번동 148-68 청화슈퍼마켓 인근,[고양이] 한국 고양이,검줄/갈/흰,2022(년생),0.4(Kg),서울-강북-2022-00157,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061108772.jpg,종료(기증),M,N,눈곱. 콧물. 코분홍. 샴푸냄새. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 상수리 410-1,서울특별시 강북구,,02-901-6464,
411308000000000,http://www.animal.go.kr/files/shelter/2022/07/202208061008912_s.jpg,2022-08-05,강북구청 인근,[기타축종] 토끼,갈/흰,2022(년생),0.9(Kg),서울-강북-2022-00156,2022-08-06,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208061008912.jpg,종료(자연사),F,U,눈곱. 사지오물오염. 사람따르는듯/안아주면 눈감고 안김. 몸일부피부질환 의심. 진드기 오염.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 상수리 410-1,서울특별시 강북구,,02-901-6464,
469569000000000,http://www.animal.go.kr/files/shelter/2022/07/202208052008185_s.jpg,2022-08-05,조치원읍 욱일아파트,[개] 포메라니안,흰색,2022(년생),1.4(Kg),세종-세종-2022-00265,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208052008185.jpg,종료(입양),F,U,4개월 추정,세종유기동물보호센터,010-4435-3720,세종특별자치시  전동면 미륵당1길 188 (전동면),세종특별자치시,동물복지담당,044-300-7615,
469569000000000,http://www.animal.go.kr/files/shelter/2022/07/202208052008292_s.jpg,2022-08-05,연기면 당산로 121,[고양이] 한국 고양이,노랑 줄무늬,2022(년생),2.1(Kg),세종-세종-2022-00264,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208052008292.jpg,보호중,M,U,3개월 추정,세종유기동물보호센터,010-4435-3720,세종특별자치시  전동면 미륵당1길 188 (전동면),세종특별자치시,동물복지담당,044-300-7615,
448548000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051108916_s.jpg,2022-08-05,가야면,[고양이] 한국 고양이,검은색,2021(년생),3(Kg),경남-합천-2022-00329,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051108916.jpg,종료(입양),M,N,박스 유기,태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,정주연,055-930-3565,
448548000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051108384[1]_s.jpg,2022-08-05,합천읍,[개] 믹스견,흰색,2022(년생),3(Kg),경남-합천-2022-00328,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051108384[1].jpg,보호중,F,N,온순함,태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,정주연,055-930-3565,
448548000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051108781_s.jpg,2022-08-05,삼가소방서,[개] 믹스견,검은색 흰색,2017(년생),17(Kg),경남-합천-2022-00327,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051108781.jpg,보호중,M,N,입질이 심하고 마을도로 배회,태민동물병원,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",경상남도 합천군,정주연,055-930-3565,
448547000000000,http://www.animal.go.kr/files/shelter/2022/07/202208052008816_s.jpg,2022-08-05,웅양면 군암리 15,[개] 셰퍼드,"검정, 갈색",2010(년생),24(Kg),경남-거창-2022-00242,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208052008816.jpg,종료(반환),F,N,순함,거창유기동물보호센터,055-945-6500,경상남도 거창군 남상면 수남로 1934-12,경상남도 거창군,거창군,055-940-8140,
448547000000000,http://www.animal.go.kr/files/shelter/2022/07/202208052008556_s.jpg,2022-08-05,북상면 월성리,[개] 비글,"검정, 갈색, 흰색",2017(년생),21(Kg),경남-거창-2022-00241,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208052008556.jpg,보호중,F,N,순함,거창유기동물보호센터,055-945-6500,경상남도 거창군 남상면 수남로 1934-12,경상남도 거창군,거창군,055-940-8140,
448547000000000,http://www.animal.go.kr/files/shelter/2022/07/202208052008109_s.jpg,2022-08-05,북상면 월성리,[개] 비글,"검정, 갈색, 흰색",2018(년생),16(Kg),경남-거창-2022-00240,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208052008109.jpg,보호중,M,N,순함,거창유기동물보호센터,055-945-6500,경상남도 거창군 남상면 수남로 1934-12,경상남도 거창군,거창군,055-940-8140,
448541000000000,http://www.animal.go.kr/files/shelter/2022/07/20220805230881_s.jpg,2022-08-05,창녕읍 파출소,[개] 믹스견,흰색,2019(년생),6(Kg),경남-창녕-2022-00547,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/20220805230881.jpg,종료(반환),F,N,최근 유기 된듯함,창녕 유기동물보호소,010-5488-5003,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,경상남도 창녕군,창녕군,055-530-6103,
448541000000000,http://www.animal.go.kr/files/shelter/2022/07/202208052308673_s.jpg,2022-08-05,남지읍 시남리,[개] 믹스견,노랑,2021(년생),15(Kg),경남-창녕-2022-00546,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208052308673.jpg,종료(자연사),F,N,동네 떠돌이 개,창녕 유기동물보호소,010-5488-5003,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,경상남도 창녕군,창녕군,055-530-6103,
448537000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051408372_s.jpg,2022-08-05,연사 3길 11 행복빌앞,[개] 요크셔 테리어,갈색.검은색,2014(년생),4(Kg),경남-거제-2022-00796,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051408372.jpg,종료(반환),M,Y,탈진,거제시유기동물보호소,055-639-6368,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장) 거제시유기동물보호소",경상남도 거제시,김부근,055-639-6366,
448537000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051308816_s.jpg,2022-08-05,사등성내공단쪽 식당,[개] 믹스견,흰색.회색,2022(년생),4(Kg),경남-거제-2022-00793,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051308816.jpg,종료(반환),F,N,순함,거제시유기동물보호소,055-639-6368,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장) 거제시유기동물보호소",경상남도 거제시,김부근,055-639-6366,
448534000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051008808_s.jpg,2022-08-05,사천읍인근,[고양이] 한국 고양이,치즈,2022(년생),1.5(Kg),경남-사천-2022-00315,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051008808.jpg,종료(안락사),M,N,마음의 상처를 받은 듯 의욕 없는 치즈냥이 ♡,사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시농업기술센터,경상남도 사천시,강환희,055-831-3768,
448532000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051708351_s.jpg,2022-08-05,안골동 780-1 부근,[개] 믹스견,흰색,2022(년생),4(Kg),경남-창원3-2022-00220,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051708351.jpg,보호중,F,N,"3개월 추정, 로드킬 당함(뒷다리 다침)",진해유기동물보호소,055-225-5701,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,경상남도 창원시 진해구,창원진해구,055-225-5701,
448531000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051308375_s.jpg,2022-08-05,진주시 망경동 바다약국,[개] 믹스견,흰색+갈색,2021(년생),6.9(Kg),경남-진주-2022-00454,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051308375.jpg,종료(반환),F,N,순함 청색 목태착용,진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설)",경상남도 진주시,진주시청,055-749-6204,
447523000000000,http://www.animal.go.kr/files/shelter/2022/07/20220805170869_s.jpg,2022-08-05,유기동물보호소,[고양이] 한국 고양이,삼색이,2022(년생),1.5(Kg),경북-예천-2022-00278,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/20220805170869.jpg,종료(자연사),F,N,짧은 생이였지만 함께 했던 시간들이 행복했기를..부디 편히 쉬렴..,예천군유기동물보호소,054-650-8167,"경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소)",경상북도 예천군,예천군,054-650-8167,
447521000000000,http://www.animal.go.kr/files/shelter/2022/07/202208050908289_s.jpg,2022-08-05,선남면 선원리 626-3,[개] 라브라도 리트리버,베이지,2022(년생),2(Kg),경북-성주-2022-00307,2022-08-05,2022-08-12,http://www.animal.go.kr/files/shelter/2022/07/202208050908289.jpg,종료(입양),M,N,사람 잘 따르고 발랄함.,성주유기동물보호센터,010-2949-6699,경상북도 성주군 선남면 선노로 522 (선남면),경상북도 성주군,박귀,054-930-6684,
447520000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051508534_s.jpg,2022-08-05,쌍림면 방아실길 41,[고양이] 한국 고양이,얼룩무늬,2022(년생),0.1(Kg),경북-고령-2022-00134,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051508534.jpg,보호중,F,N,검은색 얼룩무늬,고령군 임시보호소,010-8589-9575,경상북도 고령군 운수면 하법길 37 (운수면),경상북도 고령군,고령군,054-950-7472,
447520000000000,http://www.animal.go.kr/files/shelter/2022/07/20220805150809_s.jpg,2022-08-05,쌍림면 방아실길 41,[고양이] 한국 고양이,검은색,2022(년생),0.1(Kg),경북-고령-2022-00135,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/20220805150809.jpg,보호중,M,N,검은색털,고령군 임시보호소,010-8589-9575,경상북도 고령군 운수면 하법길 37 (운수면),경상북도 고령군,고령군,054-950-7472,
447520000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051208487_s.jpg,2022-08-05,농업기술센터,[개] 믹스견,흰색,2019(년생),5.50(Kg),경북-고령-2022-00133,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051208487.jpg,종료(안락사),M,N,뒷다리 약간 불편해함,고령군 임시보호소,010-8589-9575,경상북도 고령군 운수면 하법길 37 (운수면),경상북도 고령군,고령군,054-950-7472,
447518000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051608237_s.jpg,2022-08-05,경북 영덕군 창수면 인량2길 36-3,[개] 믹스견,"갈색,검정색",2022(년생),0.4(Kg),경북-영덕-2022-00236,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051608237.jpg,보호중,M,N,온순함,영덕유기동물보호센터,054-730-6286,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군,최부학,054-730-6286,
447518000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051608831_s.jpg,2022-08-05,경북 영덕군 창수면 인량2길 36-3,[개] 믹스견,갈색,2022(년생),0.4(Kg),경북-영덕-2022-00235,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051608831.jpg,보호중,F,N,온순함,영덕유기동물보호센터,054-730-6286,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군,최부학,054-730-6286,
447518000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051608882_s.jpg,2022-08-05,경북 영덕군 축산면 칠성2리 388,[개] 믹스견,갈색,2022(년생),0.8(Kg),경북-영덕-2022-00234,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051608882.jpg,종료(자연사),F,N,온순함,영덕유기동물보호센터,054-730-6286,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군,최부학,054-730-6286,
447518000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051608687_s.jpg,2022-08-05,경북 영덕군 축산면 칠성2리 388,[개] 믹스견,"갈색,검정색",2022(년생),0.8(Kg),경북-영덕-2022-00233,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051608687.jpg,종료(자연사),F,N,온순함,영덕유기동물보호센터,054-730-6286,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군,최부학,054-730-6286,
447518000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051608803_s.jpg,2022-08-05,경북 영덕군 축산면 칠성2리 388,[개] 믹스견,갈색,2022(년생),0.8(Kg),경북-영덕-2022-00232,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051608803.jpg,보호중,F,N,온순함,영덕유기동물보호센터,054-730-6286,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군,최부학,054-730-6286,
447514000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051308913_s.jpg,2022-08-05,군위군 효령면 고곡리 967,[개] 믹스견,흰색,2019(년생),3.4(Kg),경북-군위-2022-00075,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051308913.jpg,보호중,M,N,스피치와 잡종으로 추정되며 순함,우성동물병원,054-380-6183,경상북도 군위군 군위읍 중앙1길 17 (군위읍),경상북도 군위군,군위군,054-380-6183,
447513000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051908109_s.jpg,2022-08-05,압량 인안리,[개] 믹스견,검갈블랙탄,2020(년생),7(Kg),경북-경산-2022-00532,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051908109.jpg,보호중,F,N,"청색줄무늬에 붉은색 목태착용, 인근 저수지 부근에서 배회하여 구조",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,
447513000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051908915_s.jpg,2022-08-05,진량 당곡리,[개] 믹스견,"블랙마스크, 갈색",2022(년생),2.26(Kg),경북-경산-2022-00531,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051908915.jpg,보호중,F,N,"생후 70일령 추정, 인근 공장에서 어미(527번, 10kg)와 함께 구조",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,
447513000000000,http://www.animal.go.kr/files/shelter/2022/07/20220805190889_s.jpg,2022-08-05,진량 당곡리,[개] 믹스견,검갈색,2022(년생),2.86(Kg),경북-경산-2022-00530,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/20220805190889.jpg,보호중,M,N,"생후 70일령 추정, 인근 공장에서 어미(527번, 10kg)와 함께 구조",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,
447513000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051908265_s.jpg,2022-08-05,진량 당곡리,[개] 믹스견,흰색,2022(년생),2.54(Kg),경북-경산-2022-00529,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051908265.jpg,종료(자연사),F,N,"생후 70일령 추정, 인근 공장에서 어미(527번, 10kg)와 함께 구조",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,
447513000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051908696_s.jpg,2022-08-05,진량 당곡리,[개] 믹스견,"흰색, 검갈색",2022(년생),2.68(Kg),경북-경산-2022-00528,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051908696.jpg,종료(자연사),F,N,"생후 70일령 추정, 인근 공장에서 어미(527번, 10kg)와 함께 구조",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,
447513000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051908377_s.jpg,2022-08-05,진량 당곡리,[개] 믹스견,"검갈색, 크림색",2021(년생),10(Kg),경북-경산-2022-00527,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051908377.jpg,보호중,F,N,"인근 공장안에서 새끼와 함께 구조, 주황색 목태 착용",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,
447513000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051908550_s.jpg,2022-08-05,하양 환상리,[개] 믹스견,"크림색, 흰색, 검정",2022(년생),1.1(Kg),경북-경산-2022-00526,2022-08-05,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051908550.jpg,종료(자연사),M,N,"생후 40일령 추정, 인근 도로변에서 발견 되어 구조",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,
