desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment
441559000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041608119_s.jpg,2022-08-03,은현면 봉암 8길 3 인근,[개] 믹스견,갈/검,2022(년생),8.3(Kg),경기-양주-2022-00354,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041608119.jpg,보호중,M,N,양귀반접힘. 코검정. 사람좋아함/얌전/호기심많음. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 양주시,양주시 동물보호팀,031-8082-7361,
441559000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041608495_s.jpg,2022-08-03,덕정 11길 7 인근,[개] 요크셔 테리어,갈/검,2019(년생),2(Kg),경기-양주-2022-00353,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041608495.jpg,종료(입양),M,N,코검정. 생식기부위염증/통증호소. 사람좋아함/얌전/호기심있음. 단미안됨. 털때탐. 잠복고환. 오른슬개골.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 양주시,양주시 동물보호팀,031-8082-7361,
441409000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041608486[1]_s.jpg,2022-08-03,유현삭시로120번길29-21 인근,[개] 믹스견,흰,2019(년생),18(Kg),경기-김포-2022-00643,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041608486[1].jpg,보호중,M,N,빨간바탕+노랑한줄있는목줄. 양귀쫑긋. 코분홍+검정. 사람좋아함/얌전/순함. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441394000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041308903_s.jpg,2022-08-03,신원동 623 부근,[개] 포메라니안,흰색.옅은갈색,2020(년생),2(Kg),경기-고양-2022-00569,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041308903.jpg,종료(반환),F,U,없음,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,
441394000000000,http://www.animal.go.kr/files/shelter/2022/07/202208031508558_s.jpg,2022-08-03,대화동 2000부근,[고양이] 한국 고양이,"흰색,황색,검정",2022(년생),1(Kg),경기-고양-2022-00568,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208031508558.jpg,종료(자연사),F,N,부상묘,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,
441394000000000,http://www.animal.go.kr/files/shelter/2022/07/202208031508413[1]_s.jpg,2022-08-03,내유동 648-8 부근,[개] 시츄,"흰색,황색",2015(년생),7(Kg),경기-고양-2022-00567,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208031508413[1].jpg,종료(반환),F,U,없음,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,
441394000000000,http://www.animal.go.kr/files/shelter/2022/07/202208031108651_s.jpg,2022-08-03,백석동 1309 부근,[개] 말티즈,흰색,2009(년생),3.5(Kg),경기-고양-2022-00566,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208031108651.jpg,종료(반환),M,N,없음,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,
441392000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041608562_s.jpg,2022-08-03,동두천시청 청사 내,[개] 믹스견,검/갈,2019(년생),4.2(Kg),경기-동두천-2022-00170,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041608562.jpg,종료(반환),M,N,파란와이어리드줄/검은목줄 양귀쫑긋. 코검정. 방어적입질/경계/돌변. 꼬리단미안됨. 털때탐. 칩있음.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 동두천시,김인기,031-860-2322,
441382000000000,http://www.animal.go.kr/files/shelter/2022/07/20220804160853[1]_s.jpg,2022-08-03,의정부동 578-5 신양그린빌라 인근,[개] 믹스견,검,2020(년생),9(Kg),경기-의정부-2022-00200,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/20220804160853[1].jpg,보호중,M,N,양귀반접힘. 코검정. 겁약간있는편/얌전/사람좋아함/애교있음. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 의정부시,이인애,031-828-4083,
441374000000000,http://www.animal.go.kr/files/shelter/2022/07/202208040908173_s.jpg,2022-08-03,권선구 호매실로 12,[고양이] 발리네즈,갈검,2017(년생),4.3(Kg),경기-수원-2022-00493,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208040908173.jpg,보호중,M,N,미용흔적,수원시 동물보호센터,031-228-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",경기도 수원시,수원시,031-228-3162,
431373000000000,http://www.animal.go.kr/files/shelter/2022/07/202208042108794_s.jpg,2022-08-03,상북일대,[개] 보더 콜리,검+회+흰색,2017(년생),16.8(Kg),울산-울주-2022-00563,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208042108794.jpeg,종료(자연사),M,U,오더아이 순함,울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 발리 1144,울산광역시 울주군,김은지,052-204-1635,
430366000000000,http://www.animal.go.kr/files/shelter/2022/07/202208040908528_s.jpg,2022-08-03,대전 서구 탄방동 66-32 부근,[개] 시바,"흑,갈,백",2022(년생),5(Kg),대전-서구-2022-00243,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208040908528.png,종료(반환),F,U,,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 서구,서구,042-288-2480,
430365000000000,http://www.animal.go.kr/files/shelter/2022/07/202208040808864_s.jpg,2022-08-03,대전광역시 중구 유천로 16 주변,[개] 믹스견,황백색,2019(년생),20.00(Kg),대전-중구-2022-00223,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208040808864.png,보호중,M,U,.,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 중구,한민수,042-606-7266,
430365000000000,http://www.animal.go.kr/files/shelter/2022/07/202208040808413_s.jpg,2022-08-03,대전광역시 중구  계룡로 835 김영희 한복 주변,[개] 푸들,황색,2019(년생),5.00(Kg),대전-중구-2022-00222,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208040808413.png,종료(반환),M,U,.,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 중구,한민수,042-606-7266,
428356000000000,http://www.animal.go.kr/files/shelter/2022/07/202208051108230[1]_s.jpg,2022-08-03,석남동489,[고양이] 한국 고양이,고등어,2022(년생),0.4(Kg),인천-서구-2022-00593,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208051108230[1].jpg,종료(입양),F,N,설사증상있음.말랐음.4주추정,가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동),인천광역시 서구,김하린,032-560-1903,
428354000000000,http://www.animal.go.kr/files/shelter/2022/07/202208032108207_s.jpg,2022-08-03,열우물로 155,[개] 진도견,갈색.흰색,2017(년생),20(Kg),인천-부평-2022-00661,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208032108207.jpg,종료(반환),M,N,중성화안됨.파란색목줄착용,짱구네동물병원,032-511-5515,인천광역시 부평구 평천로 356 (갈산동),인천광역시 부평구,장상규,032-509-6554,
428354000000000,http://www.animal.go.kr/files/shelter/2022/07/202208031808958_s.jpg,2022-08-03,GM도로앞,[고양이] 한국 고양이,삼색,2022(년생),0.38(Kg),인천-부평-2022-00660,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208031808958.png,종료(입양),F,N,콧물,조재진동물병원,032-518-3800,인천광역시 부평구 원적로 419 (산곡동),인천광역시 부평구,장상규,032-509-6554,
428354000000000,http://www.animal.go.kr/files/shelter/2022/07/202208031708713_s.jpg,2022-08-03,부개동 뉴서울아파트,[고양이] 한국 고양이,치즈,2022(년생),0.2(Kg),인천-부평-2022-00659,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208031708713.jpg,종료(입양),Q,N,3주령,짱구네동물병원,032-511-5515,인천광역시 부평구 평천로 356 (갈산동),인천광역시 부평구,장상규,032-509-6554,
428353000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041008870_s.jpg,2022-08-03,남동구 논현동 642-2,[고양이] 한국 고양이,검/회,2019(년생),5(Kg),인천-남동-2022-00371,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041008870.jpg,종료(자연사),F,U,후송중사망,인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)",인천광역시 남동구,남동구,032-453-6093,
428352000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041008503_s.jpg,2022-08-03,연수구청,[개] 미니어쳐 핀셔,검/갈,2012(년생),2.9(Kg),인천-연수-2022-00161,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041008503.jpg,종료(반환),M,Y,꼬리단미  눈 백내장,인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)",인천광역시 연수구,박선호,032-749-7803,
428351000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041008811[1]_s.jpg,2022-08-03,미추홀구 석정로 140번길 13,[기타축종] 토끼,갈/흰,2022(년생),0.6(Kg),인천-미추홀-2022-00345,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041008811[1].jpg,보호중,F,N,눈주변갈색,인천광역시 수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)",인천광역시 미추홀구,미추홀구,032-880-4384,
428351000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041008291_s.jpg,2022-08-03,미추홀구 도화지구대,[개] 믹스견,검정색,2021(년생),3(Kg),인천-미추홀-2022-00344,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041008291.jpg,보호중,M,N,"칩있음,주인연락함",인천광역시 수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)",인천광역시 미추홀구,미추홀구,032-880-4384,
428350000000000,http://www.animal.go.kr/files/shelter/2022/07/202208031908745_s.jpg,2022-08-03,동부아파트앞명가순대근처,[개] 푸들,갈색,2013(년생),5.10(Kg),인천-동구-2022-00058,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208031908745.jpg,종료(반환),M,N,"털을 짧게 깍고,치석이 많이 낌. 그 외에는 양호한것으로 사료됨",경동동물병원,032-765-9988,인천광역시 중구 개항로 68 (경동) 경동동물병원,인천광역시 동구,김정선,032-770-6382,
428349000000000,http://www.animal.go.kr/files/shelter/2022/07/202208031708316_s.jpg,2022-08-03,월미도축구장앞도로,[개] 믹스견,흰색(푸들믹스),2015(년생),7.50(Kg),인천-중구-2022-00454,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208031708316.jpg,종료(반환),M,N,침을 많이흘려 턱밑과입주위가누렇게됨.2마리 같이구조해 데려옴,경동동물병원,032-765-9988,인천광역시 중구 개항로 68 (경동),인천광역시 중구,김근영,032-760-8942,
428349000000000,http://www.animal.go.kr/files/shelter/2022/07/202208031708370_s.jpg,2022-08-03,월미도축구장앞도로,[개] 믹스견,흰색(포메라니안믹스),2016(년생),4.00(Kg),인천-중구-2022-00453,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208031708370.jpg,종료(반환),M,N,눈물 염색증 심하고 많이 짖어댐. 119에서 2마리 같이 구조하여 옴,경동동물병원,032-765-9988,인천광역시 중구 개항로 68 (경동),인천광역시 중구,김근영,032-760-8942,
427348000000000,http://www.animal.go.kr/files/shelter/2022/07/202208031708855_s.jpg,2022-08-03,현풍닭칼국수 인근,[고양이] 한국 고양이,호피색,2022(년생),0.7(Kg),대구-달성-2022-00481,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208031708855.jpg,보호중,F,N,"결막염,설사 증상 보임",현풍동물병원,053-614-3570,대구광역시 달성군 유가읍 테크노공원로 51 (유가읍),대구광역시 달성군,동물보호 담당,053-668-3863,
427348000000000,http://www.animal.go.kr/files/shelter/2022/07/202208031708770_s.jpg,2022-08-03,남해오네뜨2차 인근 산책로,[고양이] 한국 고양이,흰갈색,2022(년생),0.61(Kg),대구-달성-2022-00480,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208031708770.jpg,종료(자연사),M,N,"곰팡이성 피부병 의심,결막염, 설사",현풍동물병원,053-614-3570,대구광역시 달성군 유가읍 테크노공원로 51 (유가읍),대구광역시 달성군,동물보호 담당,053-668-3863,
427347000000000,http://www.animal.go.kr/files/shelter/2022/07/20220804110858_s.jpg,2022-08-03,죽전 코오롱 하늘채,[개] 믹스견,검정+흰색,2019(년생),6(Kg),대구-달서-2022-00310,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/20220804110858.jpg,종료(반환),M,N,"미용, 노랑 가슴줄, 부정 교합",대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 달서구,동물등록담당자,053-667-2692,
427347000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041108852_s.jpg,2022-08-03,두류동 미니스톱 편의점 앞,[고양이] 한국 고양이,회색+흰색,2021(년생),2.5(Kg),대구-달서-2022-00309,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041108852.jpg,종료(자연사),M,Y,"귀 커팅, 교통사고 추정 의식 없음",대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 달서구,동물등록담당자,053-667-2692,
427345000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041108950_s.jpg,2022-08-03,칠곡중앙대로 10길 20,[개] 진도견,흰색,2019(년생),22(Kg),대구-북구-2022-00256,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041108950.jpg,종료(반환),F,U,.,대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 북구,도유경,053-665-3192,
427345000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041108827_s.jpg,2022-08-03,침산동 제영 정공 앞,[고양이] 한국 고양이,흰+노랑,2022(년생),0.50(Kg),대구-북구-2022-00255,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041108827.jpg,종료(자연사),M,N,"호흡기질환, 기력 식욕 없음, 탈수, 탈진, 상태 매우 나쁨",대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 북구,도유경,053-665-3192,
427344000000000,http://www.animal.go.kr/files/shelter/2022/07/20220804110880_s.jpg,2022-08-03,대명동 천지원 앞,[고양이] 한국 고양이,회색,2022(년생),1.8(Kg),대구-남구-2022-00140,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/20220804110880.jpg,종료(자연사),M,N,"교통사고추정, 의식없음",대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 남구,,053-664-2644,
427341000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041408187_s.jpg,2022-08-03,중구 남산교회 교육센터 앞 식당,[고양이] 한국 고양이,검정 흰색,2022(년생),0.54(Kg),대구-중구-2022-00201,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041408187.jpg,종료(입양),M,N,"2달 추정 , 오른쪽 각막손상 , 야윔",대구시수의사회(동산),053-254-3366,대구광역시 중구 남성로 서성로 34 (남성로),대구광역시 중구,중구 손세규,053-661-2648,
426335000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041008726_s.jpg,2022-08-03,팔송로 39번길 88,[고양이] 믹스묘,흰색,2018(년생),3.70(Kg),부산-금정-2022-00248,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041008726.jpg,종료(자연사),F,U,"기립불능, 사고의심, 기력매우 저하",누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동),부산광역시 금정구,김소연,051-519-4477,
426335000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041008153_s.jpg,2022-08-03,금강로 335-43,[고양이] 한국 고양이,갈색,2021(년생),3.00(Kg),부산-금정-2022-00247,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041008153.jpg,종료(자연사),M,N,"기립불능, 뒷다리부상, 사고의심, 기력매우 저하",누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동),부산광역시 금정구,김소연,051-519-4477,
426334000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041108433_s.jpg,2022-08-03,승학로47-3,[고양이] 한국 고양이,진한갈색 2,2022(년생),0.13(Kg),부산-사하-2022-00341,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041108433.jpg,종료(자연사),M,U,"생후 1주미만으로 추정되며 두마리 모두 매우 허약한 상태, 수컷 2마리",(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동),부산광역시 사하구,박혜영,051-220-4477,
426334000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041108769_s.jpg,2022-08-03,윤공단로14번길 100,[고양이] 한국 고양이,삼색,2022(년생),0.67(Kg),부산-사하-2022-00340,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041108769.jpg,보호중,M,U,생후 3개월 이상으로 추정되며 기력 없음,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동),부산광역시 사하구,박혜영,051-220-4477,
426334000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041108480_s.jpg,2022-08-03,몰운대아파트 경비2초소,[개] 치와와,검정,2019(년생),2(Kg),부산-사하-2022-00339,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041108480.jpg,종료(입양),F,U,2~3일전 주민들이 발견함,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동),부산광역시 사하구,박혜영,051-220-4477,
426334000000000,http://www.animal.go.kr/files/shelter/2022/07/20220804110878_s.jpg,2022-08-03,감천 남성한빛아파트 근처,[고양이] 한국 고양이,치즈,2017(년생),4.8(Kg),부산-사하-2022-00338,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/20220804110878.jpg,종료(자연사),M,U,교통사고를 당해 매우 허약한 상태,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동),부산광역시 사하구,박혜영,051-220-4477,
426332000000000,http://www.animal.go.kr/files/shelter/2022/07/202208041408316_s.jpg,2022-08-03,"덕천로234번길 5, 부산은행 신만덕영업소 앞",[고양이] 한국 고양이,검정,2022(년생),0.45(Kg),부산-북구-2022-00329,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208041408316.jpeg,종료(자연사),Q,N,"탈수증상,기력없음,영양상태부족,북구2-163호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),부산광역시 북구,하정무,051-309-4651,
426326000000000,http://www.animal.go.kr/files/shelter/2022/07/202208040108555_s.jpg,2022-08-03,천혜로 48번길 인근,[기타축종],검정색흰색,2022(년생),1.8(Kg),부산-서구-2022-00389,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208040108555.jpg,보호중,Q,U,"점박무늬가매력적,활발한성격",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),부산광역시 서구,,051-240-4504,
426325000000000,http://www.animal.go.kr/files/shelter/2022/07/202208040908357_s[1].jpg,2022-08-03,"대교로135, 노티스 카페",[고양이] 한국 고양이,황색,2022(년생),0.4(Kg),부산-중구-2022-00150,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208040908357.jpeg,보호중,Q,N,"안질환과콧물,경계심이강함,약간의공격성이있음,중구2-83호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),부산광역시 중구,오현지,051-600-4481,
426325000000000,http://www.animal.go.kr/files/shelter/2022/07/202208040908487_s.jpg,2022-08-03,"영주로51, 금호아파트",[개] 웰시 코기 카디건,"흰색,검은색,황색",2019(년생),6(Kg),부산-중구-2022-00149,2022-08-04,2022-08-16,http://www.animal.go.kr/files/shelter/2022/07/202208040908487.jpg,보호중,M,N,"가만히앉아있음,경계심이많고목줄을무서워함,털관리가되어있음,중구1-64호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),부산광역시 중구,오현지,051-600-4481,
